tick,day,S,E,I_asymp,I_symp,R,D,belief_mean,belief_max,n_panic,official_signal,authority_perceived,n_power_fail,n_water_fail,total_outflow,expected_incidents,n_events
130,32.5,318130.54082232714,549.184626246921,258.1351874327534,360.3558888919531,691.1466515640005,10.6368235372467,0.25104215920881956,0.9999999986552679,13,0.0,0.0007498032492415399,9,9,789.7323287155536,0.0,0
131,32.75,318094.57030221005,557.6959150516094,262.5466341528893,366.84617477469703,707.4467532099725,10.894220600740953,0.2550506817432171,0.9999999989578326,13,0.0,0.0007650147663435819,9,9,791.5947152004335,0.0,0
132,33.0,318058.29382288555,566.0875986235226,266.9897661418189,373.4355232370674,724.0370355292711,11.15625358272288,0.2613421673013269,0.9999999991923203,13,0.0,0.0007804079333488475,11,11,934.1097763336804,0.0,0
133,33.25,318022.47438087553,573.6026607023881,271.4557740960469,380.1227727249514,740.9214183588801,11.422993242177927,0.2695902223543136,0.9999999993740483,13,0.0,0.0007960012128607154,13,13,1140.7931645466933,0.0,0
134,33.5,317986.60720794275,580.789700600035,275.8987844440193,386.9061424705495,758.103655034197,11.694509508410036,0.2772559578084145,0.9999999995148874,13,0.0,0.0008118104684698033,13,13,1248.3637625171232,0.0,0
135,33.75,317949.6134028701,588.7440206427332,280.3044494343765,393.7804747870457,775.5867812270094,11.970871038746141,0.28441972085214906,0.9999999996240377,13,0.0,0.0008278488190352981,13,13,1302.4872211509182,0.0,0
136,34.0,317911.5836013627,597.336621117947,284.71446748130097,400.7397201093723,793.3734471221899,12.252142806451173,0.29114769228849346,0.9999999997086293,13,0.0,0.00084412663047036,13,13,1305.9802815240882,0.0,0
137,34.25,317872.65335526253,606.4000361622356,289.1603639406536,407.78117230942087,811.4666868614652,12.538385463672153,0.2974961817147104,0.9999999997741877,13,0.0,0.0008606516378470385,13,13,1283.5685233303134,0.0,0
138,34.5,317832.97505163314,615.7583379835141,293.66247611120696,414.90458630820484,829.869890234304,12.829657729607455,0.3035161069133434,0.9999999998249955,13,0.0,0.0008774291890380753,13,13,1257.1346183282794,0.0,0
139,34.75,317792.696036514,625.249436203527,298.2305290718821,422.1112510769666,848.5867289852515,13.126018148399028,0.3092534974978748,0.9999999998643716,13,0.0,0.0008944625999033685,13,13,1231.2297928100154,0.0,0
140,35.0,317751.95070683886,634.732294068489,302.8652750720689,429.4031389331804,867.6210589025436,13.427526184882577,0.31474926591339447,0.999999999894888,15,0.0,0.0009117535634625452,13,13,1205.8438785720566,0.0,0
141,35.25,317710.8578275525,644.0885586513805,307.5603473583444,436.7822081731148,886.9768155519488,13.73424271269199,0.32003930599391783,0.9999999999185382,21,0.0,0.0009292971721207065,13,13,1180.9853285600057,0.0,0
142,35.5,317669.51925972995,653.2226985413749,312.3040299910612,444.2498696473794,906.6579120859842,14.046230004244217,0.3251548544733336,0.9999999999368671,21,0.0,0.0009470769163368277,13,13,1159.4769399942224,0.0,0
143,35.75,317628.01869030774,662.0621330364874,317.08087652607094,451.8066051235883,926.6681436663719,14.36355133970663,0.3301230753271689,0.9999999999510719,21,0.0,0.0009650846598265168,13,13,1146.6548266484444,0.0,0
144,36.0,317586.41941189603,670.5583047963521,321.8731906309247,459.4517206800584,947.0111016532128,14.686270343366338,0.33496763871328544,0.9999999999620808,21,0.0,0.0009833196986159635,13,13,1143.3985647144416,0.0,0
145,36.25,317544.7622114003,678.6875900523116,326.66242813583835,467.18321995309,967.6901003145995,15.014450143852091,0.3397092305024831,0.9999999999706126,21,0.0,0.0010017873499707716,13,13,1148.3653307302643,0.0,0
146,36.5,317503.06420524995,686.4512167000469,331.43051941203976,474.9977870649532,988.7081191291838,15.348152443818584,0.3443660077338354,0.9999999999772248,21,0.0,0.0010204973785520042,13,13,1160.282630120478,0.0,0
147,36.75,317461.328289303,693.8645718120403,336.16106958525285,482.8908693399649,1010.0677633823434,15.687436577436408,0.3489539949800028,0.9999999999823492,21,0.0,0.0010394624493001814,13,13,1177.937658828054,0.0,0
148,37.0,317419.53684160626,700.9627909181705,340.83991696288587,490.8568470824316,1031.7712448033174,16.032358626964953,0.3581878817348883,0.9999999999863206,21,0.0,0.001058696684830838,17,17,1500.5299191904326,0.0,0
149,37.25,317378.84312788077,706.6083650977163,345.4559210656796,498.88923917313264,1053.8203761221007,16.382970660595262,0.368983599762263,0.9999999999893985,21,0.0,0.0010782143585106715,19,19,1814.6129761956693,0.0,0
150,37.5,317338.08045618865,712.0406185349159,349.94206065398686,506.9809604254467,1076.216584079813,16.7393201171475,0.38101881633185664,0.9999999999917838,21,0.0,0.0010980287559031778,21,21,2148.879899927888,0.0,0
151,37.75,317296.74142863933,717.777615157529,354.2992647366267,515.1201521021584,1098.9600899897605,17.10144937459425,0.39181482991427485,0.9999999999936324,21,0.0,0.0011181512356072283,21,21,2309.602568255307,0.0,0
152,38.0,317254.04073628865,724.5894267503467,358.55428257159,523.2954486680426,1122.0507133810022,17.469392340381503,0.40160498707450387,0.9999999999950652,21,0.0,0.0011385905168461103,21,21,2362.7098954548746,0.0,0
153,38.25,317209.94402677694,732.4566649245122,362.7699786795011,531.497896694196,1145.4882581211205,17.84317480371582,0.4105739536115188,0.9999999999961755,21,0.0,0.0011593522263412493,21,21,2349.4396183912736,0.0,0
154,38.5,317164.45652423264,741.3213342225677,367.0026352579141,539.7235773560801,1169.2731127722675,18.222816158497388,0.41887048646298075,0.999999999997036,21,0.0,0.0011804387355482436,21,21,2308.964350511532,0.0,0
155,38.75,317117.6186645595,751.093127184607,371.30060953530017,547.9729329519923,1193.4063327691292,18.608332999466015,0.42661669352628195,0.999999999997703,21,0.0,0.0012018493025618446,21,21,2264.8509250288407,0.0,0
156,39.0,317069.4829587481,761.6741766367068,375.7034257574502,556.2500167759972,1217.8896798443816,18.999742237288867,0.43391297314742355,0.9999999999982198,23,0.0,0.0012235805186472791,21,21,2221.0337961946634,0.0,0
157,39.25,317020.1191718257,772.9542547273217,380.2421858609418,564.5617016800918,1242.7256222280766,19.397063677843153,0.4408416924021461,0.9999999999986203,23,0.0,0.0012456270374342486,21,21,2178.6605450206316,0.0,0
158,39.5,316969.63013208273,784.7955817339432,384.93970343115234,572.9169477025164,1267.9173130134648,19.800322036186074,0.44747038525828065,0.9999999999989307,23,0.0,0.0012679729557055995,21,21,2139.841117878152,0.0,0
159,39.75,316918.1527125245,797.0332222054728,389.80986614006804,581.3261058990486,1293.4685448034977,20.209548427402158,0.45385441797366005,0.9999999999991713,23,0.0,0.0012905995716119482,21,21,2104.6170239791595,0.0,0
160,40.0,316865.84044613614,809.4938274835798,394.8570749164071,589.8001992203019,1319.3836708833942,20.624781360187193,0.46003920903454454,0.9999999999993577,23,0.0,0.0013134986180409157,21,21,2072.840222560823,0.0,0
161,40.25,316812.8378424731,822.0217397724232,400.0766703159068,598.3501870097359,1345.6674932120532,21.046067216773125,0.46606205213934354,0.9999999999995023,23,0.0,0.0013366695126181634,21,21,2044.2319048189902,0.0,0
162,40.5,316759.2743205739,834.4841746830331,405.45662602632206,606.986287747367,1372.325130761907,21.473460207494362,0.47411961022785754,0.9999999999996143,25,0.0,0.0013601164663292677,23,23,2161.4302023161745,0.0,0
163,40.75,316705.78718174685,846.2471047759102,410.9793502938378,615.717452994078,1399.3618883477266,21.907021841599626,0.4816971756837834,0.9999999999997011,25,0.0,0.001383845828493947,23,23,2199.55404121649,0.0,0
164,41.0,316651.68957678584,858.0323544980829,416.59712068496924,624.5509952306131,1426.7831327781455,22.34682002230968,0.48886238773431423,0.9999999999997684,26,0.0,0.0014078639090181462,23,23,2216.6830546251063,0.0,0
165,41.25,316597.1477804501,869.6725331089476,422.30256692014393,633.4903865951782,1454.5938050495733,22.792927876045834,0.4956743335201595,0.9999999999998205,28,0.0,0.0014321753114113238,23,23,2207.498356644069,0.0,0
166,41.5,316542.3242063344,881.0124805692459,428.0806072434357,642.5384224500755,1482.7988623935498,23.245421009328105,0.5021838727871718,0.9999999999998609,32,0.0,0.0014567817389477967,23,23,2181.181454184377,0.0,0
167,41.75,316487.3732539714,891.9128089037381,433.9097484823054,651.6966671915447,1511.403144425637,23.704377025363872,0.508436253960026,0.9999999999998922,33,0.0,0.0014816812219482023,23,23,2157.237203519905,0.0,0
168,42.0,316432.4295617096,902.260860720383,439.7634470987151,660.965017356591,1540.4112384699454,24.1698746447864,0.5144718691733459,0.9999999999999164,33,0.0,0.001506867719052944,23,23,2147.340842105123,0.0,0
169,42.25,316377.5864560576,911.990923336323,445.6118966437775,670.3413824119737,1569.8273490359793,24.641992514326823,0.5224936351898393,0.9999999999999352,33,0.0,0.0015323310609649118,25,25,2307.401836441623,0.0,0
170,42.5,316323.45562523743,920.5222079897317,451.42466632454216,679.8215110026865,1599.6551816581666,25.12080778747823,0.530068756159338,0.9999999999999497,33,0.0,0.0015580572059918792,25,25,2390.1299784655207,0.0,0
171,42.75,316269.1440463334,928.8076764942236,457.1450029450517,689.3990212983597,1629.897858347897,25.60639458105158,0.5372588096257644,0.999999999999961,33,0.0,0.0015840287678418642,25,25,2453.5070320448212,0.0,0
172,43.0,316214.706466764,936.804872238923,462.768868649669,699.06350290144,1660.5574669925545,26.098822453407557,0.5484909736244254,0.9999999999999698,33,0.0,0.0016102256557303995,29,29,2795.8680553281606,0.0,0
173,43.25,316160.9398489541,943.7312464368664,468.2904632750376,708.8046143751137,1691.6356734319572,26.598153526908582,0.5596202309989576,0.9999999999999766,33,0.0,0.0016366258766956068,30,30,3036.713895255776,0.0,0
174,43.5,316106.8532691841,950.6312638850474,473.66537709018115,718.6119486073446,1723.1336986961583,27.104442537176517,0.5695987667434297,0.9999999999999818,33,0.0,0.001663192504614852,30,30,3175.9160032446835,0.0,0
175,43.75,316052.19994398695,957.7530258879549,478.9053887585245,728.4721394388459,1755.0517651415607,27.61773678618177,0.5808463859961159,0.9999999999999859,37,0.0,0.0016898901281513254,32,32,3408.8565087612888,0.0,0
176,44.0,315997.31037044484,964.7549481356499,484.0336303423396,738.3731814729192,1787.3897955756138,28.138074028638083,0.5909505484367445,0.9999999999999891,37,0.0,0.0017166908484309744,32,32,3482.1974420068454,0.0,0
177,44.25,315941.6716211549,972.1559500188715,489.0540893256989,748.3052329817048,1820.1476230749133,28.665483443975887,0.6012441283724488,0.9999999999999916,37,0.0,0.0017435824797330547,33,33,3591.8381827727962,0.0,0
178,44.5,315885.50469612435,979.7150775484656,493.99634313684794,758.2591027889284,1853.32479321964,29.199987181819964,0.6105661806191096,0.9999999999999934,37,0.0,0.0017705664560983075,33,33,3623.4344356447637,0.0,0
179,44.75,315828.59885556996,987.6351642253675,498.875280662767,768.2281462817302,1886.9209524334935,29.741600826669192,0.6190916897727848,0.9999999999999949,37,0.0,0.001797655496916519,33,33,3620.8312963618337,0.0,0
180,45.0,315771.05793590157,995.79432568255,503.714603100574,778.207072821376,1920.9357272771078,30.29033521687043,0.6269632951390035,0.999999999999996,37,0.0,0.0018248711417435466,33,33,3602.5243138206497,0.0,0
181,45.25,315712.98071040027,1004.0818348996495,508.52980125072173,788.1925583102984,1955.3688977272925,30.846197411742843,0.6342975865195628,0.9999999999999969,37,0.0,0.0018522414679334454,33,33,3577.146819817228,0.0,0
182,45.5,315654.44485342375,1012.4136001311731,513.3294464554612,798.1825591787349,1990.2203487145923,31.409192096250198,0.6433501299253107,0.9999999999999976,39,0.0,0.0018797989197701587,35,35,3719.8925771311597,0.0,0
183,45.75,315595.90330624103,1020.3344673073588,518.1171401713536,808.1757476922253,2025.4900160923544,31.97932249566358,0.6538100844210499,0.9999999999999981,39,0.0,0.0019075780643140283,37,37,3938.791594947388,0.0,0
184,46.0,315537.03085380746,1028.1901963755997,522.8734045928506,818.1711136446402,2061.1778406926014,32.556590886872314,0.6632978032412016,0.9999999999999986,41,0.0,0.0019356132944578408,37,37,4039.988577476296,0.0,0
185,46.25,315477.2224592512,1036.5890811130876,527.5977890015547,828.1662220732239,2097.2834497357762,33.14099882518991,0.6719882736631071,0.9999999999999989,41,0.0,0.0019639367123589417,37,37,4083.2654905764293,0.0,0
186,46.5,315416.4946565134,1045.487429795182,532.3202976106418,838.1586911742969,2133.8063787797896,33.73254612667078,0.6800211216421607,0.9999999999999991,41,0.0,0.0019925764838614928,37,37,4077.605051511797,0.0,0
187,46.75,315354.8849345378,1054.8227802810463,537.0660710994507,848.1484745245845,2170.7465086510424,34.331230906081004,0.6875095690182025,0.9999999999999993,41,0.0,0.002021555672665384,37,37,4052.5059369644487,0.0,0
188,47.0,315292.44702155923,1064.519554245578,541.8548823367662,858.1374129097366,2208.1040777036806,34.937051245027135,0.6965458634516306,0.9999999999999994,41,0.0,0.002050885357722575,39,39,4214.567936123924,0.0,0
189,47.25,315229.4198414238,1074.3207566686965,546.7009598404054,868.1287643382177,2245.8796711889036,35.55000653996265,0.7048063450034969,0.9999999999999996,41,0.0,0.002080574510810636,39,39,4274.253170552776,0.0,0
190,47.5,315165.50341892854,1084.5211413305096,551.604411973804,878.1267375998832,2284.074191652747,36.17009851448996,0.7124142055361138,0.9999999999999997,41,0.0,0.0021106282631778396,39,39,4302.514956527727,0.0,0
191,47.75,315100.79914841685,1094.999354775674,556.5800751140969,888.1353992979227,2322.68869049694,36.79733189848987,0.7215069863716581,0.9999999999999998,43,0.0,0.0021410465375043047,41,41,4484.8700067402915,0.0,0
192,48.0,315035.57419712085,1105.4743383328725,561.635393289122,898.1597835279828,2361.724573402569,37.43171432655981,0.7297095090810877,0.9999999999999998,43,0.0,0.0021718230466446892,41,41,4532.004906344973,0.0,0
193,48.25,314969.6269625754,1116.1478559616903,566.7630929478083,908.2053028986674,2401.1835285873217,38.073257029079805,0.7371934620499516,0.9999999999999998,46,0.0,0.002202944746219265,41,41,4541.066168614252,0.0,0
194,48.5,314903.1163709216,1126.851054817429,571.9666381612672,918.2766311948006,2441.067329802315,38.72197510257885,0.744096259174562,0.9999999999999998,46,0.0,0.0022343919246231602,41,41,4518.915526959877,0.0,0
195,48.75,314836.1957025442,1137.429170453975,577.2407410663112,928.3785350856527,2481.377963867865,39.3778869820037,0.7505277892608007,0.9999999999999998,46,0.0,0.0022661322667338986,41,41,4485.718382139884,0.0,0
196,49.0,314768.99515050853,1147.7582639669358,582.5728477080893,938.5152144125672,2522.1175088968107,40.04101450706489,0.7565773341640687,0.9999999999999998,48,0.0,0.00229813364969382,41,41,4462.621135055331,0.0,0
197,49.25,314701.60691052786,1157.758590749254,587.9453280753568,948.6897774759394,2563.2880106542234,40.71138251735958,0.763129060589683,0.9999999999999998,48,0.0,0.0023303637223266284,42,42,4540.081302346021,0.0,0
198,49.5,314634.1152900605,1167.36228167912,593.3381390346626,958.9038993145932,2604.8913718383865,41.389018072699535,0.771193897269062,0.9999999999999998,48,0.0,0.0023627808632032117,44,44,4728.410815421703,0.0,0
199,49.75,314566.765823965,1176.343633690682,598.7296335619523,969.1576919095289,2646.929267443463,42.073949429352815,0.7784961804390396,0.9999999999999998,48,0.0,0.002395347673442367,44,44,4818.038427315693,0.0,0
200,50.0,314499.0714670592,1185.2208089119893,604.0888122498835,979.4496397156206,2689.403067139753,42.76620492357391,0.7851683674833352,0.9999999999999998,50,0.0,0.002428033488830252,44,44,4866.818893056518,0.0,0
201,50.25,314431.1584608017,1193.8727747238759,609.4133516017434,989.775956358804,2732.313644704798,43.46581180908507,0.7933352462403143,0.9999999999999998,52,0.0,0.002460809656158589,46,46,5067.356914580469,0.0,0
202,50.5,314363.32584261784,1202.0117541715326,614.6950839449244,1000.1328164304061,2775.6617082002385,44.17279463505564,0.8007277711063143,0.9999999999999998,52,0.0,0.0024936554597137484,46,46,5140.514458250074,0.0,0
203,50.75,314295.2534007692,1209.9836083116159,619.9121820155614,1010.5159185680467,2819.4477151173733,44.88717521822022,0.8074764799071588,0.9999999999999998,52,0.0,0.00252655440011952,46,46,5184.67019538053,0.0,0
204,51.0,314227.04536619945,1217.692462465779,625.0620604654671,1020.9194779846407,2863.671660581763,45.60897230291168,0.8136877833004439,0.9999999999999998,52,0.0,0.002559496111631379,46,46,5201.027473998634,0.0,0
205,51.25,314158.7800377474,1225.0731677944696,630.1375710471965,1031.3377225915278,2908.333300317875,46.33820050147213,0.8194488991275968,0.9999999999999998,54,0.0,0.0025924742227343284,46,46,5202.00064856578,0.0,0
206,51.5,314090.49422313087,1232.1053240213137,635.128946307706,1041.764550327513,2953.4320859092522,47.07487030332323,0.828980391572963,0.9999999999999998,54,0.0,0.002625484594337153,50,50,5554.935420370152,0.0,0
207,51.75,314022.66200339445,1238.3322775567046,640.0262708741551,1052.1933445031798,2998.967115832254,47.81898783927145,0.8394435261489346,0.9999999999999998,54,0.0,0.0026585240766609764,52,52,5879.842297050957,0.0,0
208,52.0,313954.56730424927,1244.5103628240051,644.7976819953693,1062.6169810864849,3044.937115330925,48.570554513916576,0.8485214086914217,0.9999999999999998,54,0.0,0.002691585065307543,52,52,6054.962001654613,0.0,0
209,52.25,313885.70636655844,1251.1457823736791,649.4519785298402,1073.0262007687631,3091.3401051260284,49.32956664326407,0.8564693014946217,0.9999999999999998,54,0.0,0.002724660116565524,52,52,6136.254318269186,0.0,0
210,52.5,313816.09817648854,1258.1966833249714,654.022483851217,1083.4127348453312,3138.173907560504,50.09601392952747,0.8634911420908018,0.9999999999999998,54,0.0,0.0027577490794708295,52,52,6141.856712858575,0.0,0
211,52.75,313745.7725664413,1265.6124592059045,658.5374533878926,1093.7711091754106,3185.4365316208223,50.86988016870271,0.8697528824015284,0.9999999999999998,54,0.0,0.0027908577004836367,52,52,6121.072725239656,0.0,0
212,53.0,313674.77688649576,1273.3275161911397,663.0200894385546,1104.0981642803806,3233.1261983475033,51.65114524668515,0.8772194472084013,0.9999999999999998,56,0.0,0.0028239961589943134,54,54,6312.023220040352,0.0,0
213,53.25,313603.2028463677,1281.2351805095823,667.488242976812,1114.3925936925443,3281.241349660724,52.4397867925997,0.8838038261004795,0.9999999999999998,56,0.0,0.002857177612857416,54,54,6370.477629245781,0.0,0
214,53.5,313530.91000161594,1289.4662662359133,671.9528374507902,1124.654476426786,3329.7806367682033,53.23578150238009,0.8896633287477635,0.9999999999999998,56,0.0,0.0028904147849887897,54,54,6391.093680284711,0.0,0
215,53.75,313458.0017973718,1297.9011571682765,676.4303617044795,1134.8847079346385,3378.742869692438,54.039106128399226,0.8949262070111772,0.9999999999999998,56,0.0,0.0029237234307954454,54,54,6377.506451553283,0.0,0
216,54.0,313384.5985554445,1306.409341237092,680.9298515535647,1145.0853883505233,3428.127125351643,54.84973806263825,0.8996973328075156,0.9999999999999998,58,0.0,0.00295712049977421,54,54,6347.138041445865,0.0,0
217,54.25,313310.8147807523,1314.8726488674865,685.4530104409939,1155.2592204902362,3477.9326832518195,55.66765619717434,0.904063828236543,0.9999999999999998,58,0.0,0.002990620644679311,54,54,6321.749399088315,0.0,0
218,54.5,313236.7403701082,1323.2034270681809,689.995481237851,1165.4089383986593,3528.1589418324206,56.49284135466737,0.9098748396319383,0.9999999999999998,58,0.0,0.0030242388189614263,56,56,6497.898252534543,0.0,0
219,54.75,313162.537807192,1331.2458186309495,694.5489131950233,1175.536851691546,3578.8053329797713,57.32527631066641,0.9149951262115515,0.9999999999999998,60,0.0,0.00305798821537385,56,56,6564.832035117725,0.0,0
220,55.0,313087.9966218886,1339.2247130028468,699.0979083055865,1185.644561192189,3629.871250120333,58.16494549044609,0.9195354759174823,0.9999999999999998,60,0.0,0.003091878624979059,56,56,6601.317715731649,0.0,0
221,55.25,313013.2244504717,1347.0356487696258,703.6396878570159,1195.7324557011011,3681.3559227378532,59.01183446272622,0.9235903755949844,0.9999999999999998,61,0.0,0.00312591536683529,56,56,6611.836402706966,0.0,0
222,55.5,312938.30345566093,1354.6048611418935,708.1664981654064,1205.8007017296236,3733.258554228207,59.86592907394129,0.9272395757736216,0.9999999999999998,61,0.0,0.0031600988791840056,56,56,6613.605589533466,0.0,0
223,55.75,312863.26936682005,1361.9087069256898,712.6675896005898,1215.8488783159712,3785.5782430482495,60.72721528946245,0.9325469585899513,0.9999999999999998,61,0.0,0.0031944245144974828,57,57,6670.150750670618,0.0,0
224,56.0,312788.2590027765,1368.8236356228967,717.1319901611074,1225.8757733104449,3838.313919355031,61.59567877397386,0.9386702112748952,0.9999999999999998,61,0.0,0.0032288805255246537,59,59,6962.569491586599,0.0,0
225,56.25,312712.8856732424,1375.755783375867,721.5435299635819,1235.8793949542978,3891.464314137484,62.471304326338455,0.9437038827948931,0.9999999999999998,61,0.0,0.003263455034579568,59,59,7107.1539309071195,0.0,0
226,56.5,312636.94551104965,1382.9081563998843,725.9077896713412,1245.8566098817703,3945.02785767465,63.35407532273438,0.9478896693872412,0.9999999999999998,61,0.0,0.0032981346680820843,59,59,7182.483824509021,0.0,0
227,56.75,312560.43765709386,1390.2706025356429,730.2400019849657,1255.804815182772,3999.002950301531,64.24397290122137,0.9514139309845795,0.9999999999999998,61,0.0,0.0033329014071486014,59,59,7198.245955702731,0.0,0
228,57.0,312483.36048005905,1397.8342494437234,734.5535319345188,1265.7226433608312,4053.3881188612845,65.14097634063764,0.9544218506719113,0.9999999999999998,61,0.0,0.003367737259665625,59,59,7189.218171435233,0.0,0
229,57.25,312405.70303909306,1405.5999779374674,738.8601076268371,1275.6097781358903,4108.182033263693,66.04506394303823,0.9579818030040385,0.9999999999999998,61,0.0,0.003402623189471363,60,60,7281.682580606528,0.0,0
230,57.5,312327.5022865384,1413.5207315952412,743.1704540570286,1285.466794131621,4163.383519893117,66.95621378456386,0.961046265301033,0.9999999999999998,61,0.0,0.00343753853857016,60,60,7313.299999608831,0.0,0
231,57.75,312248.5978984546,1421.749083099277,747.4919858102703,1295.2950498240548,4218.991578459967,67.87440435180073,0.9637087329939122,0.9999999999999998,61,0.0,0.0034724610487512544,60,60,7324.895382237703,0.0,0
232,58.0,312169.0309891671,1430.2285382318298,751.8390840893171,1305.096411266109,4275.0053621439565,68.79961510167506,0.9660436930496046,0.9999999999999998,61,0.0,0.0035073617731625852,60,60,7316.350734978027,0.0,0
233,58.25,312088.86100790044,1438.887092586915,756.2220213500768,1314.873756456161,4331.424294882403,69.73182682400798,0.9681107583714672,0.9999999999999998,61,0.0,0.0035422148399214337,60,60,7295.528216835231,0.0,0
234,58.5,312008.1558174365,1447.6479284214117,760.6465526445943,1324.630631041125,4388.248048091941,70.67102236433382,0.9699585960851524,0.9999999999999998,61,0.0,0.003577003091700354,60,60,7273.761953268227,0.0,0
235,58.75,311926.98206642095,1456.4392830159686,765.114078293826,1334.3708856665723,4445.476499501876,71.61718710079177,0.9716270141275574,0.9999999999999998,63,0.0,0.003611716592272081,60,60,7252.07098547087,0.0,0
236,59.0,311845.3997184519,1465.1996668341767,769.6222854541043,1344.0983384790889,4503.109681618688,72.57030916198218,0.9731485728659888,0.9999999999999998,63,0.0,0.0036463511890160753,60,60,7233.778227557374,0.0,0
237,59.25,311763.4576436996,1473.8817582447655,774.1659933088395,1353.816497799608,4561.147727543373,73.53037940375296,0.9745499630368696,0.9999999999999998,63,0.0,0.003680907056028644,60,60,7223.80424816853,0.0,0
238,59.5,311681.18932805676,1482.455985975393,778.7381175327886,1363.528358090642,4619.590819156485,74.49739118789553,0.9758531351084874,0.9999999999999998,63,0.0,0.003715386918946993,60,60,7221.170042381152,0.0,0
239,59.75,311598.6094232925,1490.9130914408893,783.3307277661306,1373.236275545221,4678.439141940126,75.47134001510312,0.9770762089252679,0.9999999999999998,63,0.0,0.0037497972700411297,60,60,7224.674325648023,0.0,0
240,60.0,311515.7110720456,1499.265788115761,787.9361387876277,1382.9419274296374,4737.692850552296,76.452223069064,0.9782342000258992,0.9999999999999998,63,0.0,0.0037841464896481583,60,60,7233.035649980443,0.0,0
241,60.25,311432.46407371864,1507.5494970369214,792.5479872302346,1392.6463547162225,4797.352048566443,77.44003873151374,0.9811421628865256,0.9999999999999998,63,0.0,0.003818443061729146,62,62,7459.509053798518,0.0,0
242,60.5,311348.8723077755,1515.7637881282685,797.1622489365241,1402.3500839471963,4857.4167850848,78.43478612773963,0.9836194942534179,0.9999999999999998,63,0.0,0.0038526941500069134,60,60,7250.739983860752,0.0,0
243,60.75,311264.66651643906,1524.1813900582977,801.7752375450335,1412.053321047893,4917.887070150617,79.43646475913047,0.9857309809357272,0.9999999999999998,63,0.0,0.003886904708383235,60,60,7296.081673417846,0.0,0
244,61.0,311179.859185533,1532.7796514614179,806.3972322671419,1421.75598811206,4978.762868352222,80.44507427416468,0.9875323949708434,0.9999999999999998,63,0.0,0.00392107590676196,60,60,7299.394591102851,0.0,0
245,61.25,311094.48677860596,1541.5130758153484,811.0364619592181,1431.4587809566651,5040.044288397103,81.46061426567329,0.9890716518983669,0.9999999999999998,64,0.0,0.0039552082212611405,60,60,7277.391329512177,0.0,0
246,61.5,311008.59690154967,1550.327299080893,815.6981459321981,1441.1629877122969,5101.731580901432,82.48308482349948,0.9903910466314467,0.9999999999999998,64,0.0,0.003989300292516981,58,58,6951.755602692938,0.0,0
247,61.75,310922.2338972341,1559.1739384424732,820.3843192851537,1450.870241953201,5163.825116127537,83.51248695757968,0.991527234665653,0.9999999999999998,64,0.0,0.004023348287763808,58,58,6930.567763800948,0.0,0
248,62.0,310835.4288397115,1568.0202990429225,825.094416271103,1460.5822715441163,5226.3253505856865,84.54882284468913,0.9925114045808242,0.9999999999999998,64,0.0,0.004057345935251988,58,58,6916.455120462535,0.0,0
249,62.25,310748.1940306341,1576.8540931681052,829.8262869133291,1470.3007002093018,5289.232793179317,85.59209589579208,0.9933697575019015,0.9999999999999998,64,0.0,0.004091283391264077,58,58,6908.121217797465,0.0,0
250,62.5,310660.5194510056,1585.6859681382637,834.5773588116157,1480.0269324346123,5352.547978928262,86.64231068165586,0.9948615620639737,0.9999999999999998,64,0.0,0.004125152462762479,59,59,7001.786996062998,0.0,0
251,62.75,310572.3835123207,1594.5376084161994,839.3458216103488,1489.7621296156758,5416.271455260783,87.69947277625201,0.9960177105995796,0.9999999999999998,64,0.0,0.00415894881156709,59,59,7035.936311698506,0.0,0
252,63.0,310483.71295395365,1603.481286362537,844.1311108159491,1499.507275893035,5480.403784391765,88.76358858312035,0.9969137257146743,0.9999999999999998,64,0.0,0.004192671381496652,59,59,7053.479880331504,0.0,0
253,63.25,310394.5073162945,1612.5128597035582,848.9363259540805,1509.263277922337,5544.945554916821,89.83466520875822,0.9976081374288726,0.9999999999999998,64,0.0,0.004226321899738078,59,59,7053.101420076724,0.0,0
254,63.5,310304.76587535755,1621.6286576552652,853.7640826933584,1519.0312424430954,5609.897431443445,90.91271040727419,0.9981463065073762,0.9999999999999998,64,0.0,0.004259904544299548,59,59,7041.79551422694,0.0,0
255,63.75,310214.4877022675,1630.8253978626533,858.6165796213575,1528.812432843558,5675.260154681717,91.99773272330496,0.9985633875432166,0.9999999999999998,64,0.0,0.004293425082399325,59,59,7030.001100215108,0.0,0
256,64.0,310123.6717316628,1640.100098574111,863.4956549054405,1538.608232285033,5741.034540968689,93.0897416039075,0.9988866253459927,0.9999999999999998,64,0.0,0.004326892447750528,59,59,7018.334125392005,0.0,0
257,64.25,310032.3167742528,1649.450051055449,868.4028335033031,1548.420112392761,5807.221481311601,94.1887474841111,0.9991371346431444,0.9999999999999998,64,0.0,0.004360317666892059,59,59,7006.793794136489,0.0,0
258,64.5,309940.4215260552,1658.8727967002792,873.3393687789949,1558.2496066057674,5873.821940009679,95.29476185010593,0.9993312793484368,0.9999999999999998,64,0.0,0.0043937127273980135,59,59,6995.379303185404,0.0,0
259,64.75,309847.9845766337,1668.366106286726,878.3062792587415,1568.0982875997004,5940.836952937724,96.40779728339577,0.9994817414950385,0.9999999999999998,64,0.0,0.0044270895238783465,59,59,6984.089841932204,0.0,0
